ytid,start_s,end_s,is_audioset_eval,path,status,duration_s
KKgYvcfrxj4,110,120,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KKgYvcfrxj4_110_120.mp3,ok,10.0
KLFoZA8btu4,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KLFoZA8btu4_90_100.mp3,ok,10.0
KMQmM12G9Z4,110,120,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KMQmM12G9Z4_110_120.mp3,ok,10.0
KN9vuaQvld0,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KN9vuaQvld0_10_20.mp3,ok,10.0
KOb-tRHYK68,420,430,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KOb-tRHYK68_420_430.mp3,ok,10.0
KPG9s_s8siA,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KPG9s_s8siA_30_40.mp3,ok,10.0
KPnIFb7T7VM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KPnIFb7T7VM_30_40.mp3,ok,10.0
KPymcVenomk,220,230,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KPymcVenomk_220_230.mp3,ok,10.0
KRKX_UtYV9c,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KRKX_UtYV9c_30_40.mp3,ok,10.0
KSFND-AdqZs,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KSFND-AdqZs_90_100.mp3,ok,10.0
KSye2ifWZ_Y,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KSye2ifWZ_Y_30_40.mp3,ok,10.0
KTqf_FXZygM,70,80,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KTqf_FXZygM_70_80.mp3,ok,10.0
KU2bOYiBX28,80,90,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KU2bOYiBX28_80_90.mp3,ok,10.0
KUE_I30--AY,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KUE_I30--AY_30_40.mp3,ok,10.0
KV4noVyGHa4,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KV4noVyGHa4_30_40.mp3,ok,10.0
KV99GJg0tvA,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KV99GJg0tvA_30_40.mp3,ok,10.0
KWpsFxRTGkI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KWpsFxRTGkI_30_40.mp3,ok,10.0
KXRngbBe0bg,80,90,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KXRngbBe0bg_80_90.mp3,ok,10.0
KXuB62SMFvA,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KXuB62SMFvA_30_40.mp3,ok,10.0
KY5TY6ovKQg,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KY5TY6ovKQg_10_20.mp3,ok,10.0
KZ8gBHLNmH0,110,120,True,,missing,
K_G_k1WTdoc,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\K_G_k1WTdoc_30_40.mp3,ok,10.0
K_ZuxYxxT60,21,31,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\K_ZuxYxxT60_21_31.mp3,ok,10.0
KabP9iNokps,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KabP9iNokps_30_40.mp3,ok,10.0
KauCO8zH5bw,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KauCO8zH5bw_10_20.mp3,ok,10.0
KbDLu4VozGg,130,140,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KbDLu4VozGg_130_140.mp3,ok,10.0
Kd7aHdOwh0I,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Kd7aHdOwh0I_30_40.mp3,ok,10.0
KdNhYvN4Xoo,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KdNhYvN4Xoo_30_40.mp3,ok,10.0
KduU8kmRsLg,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KduU8kmRsLg_0_10.mp3,ok,10.0
KeSbjmMeyrY,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KeSbjmMeyrY_30_40.mp3,ok,10.0
KfAq7kxHjPk,130,140,False,,missing,
KfLxBjl-aBU,0,10,False,,missing,
KgMD2_Yhw7Y,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KgMD2_Yhw7Y_10_20.mp3,ok,10.0
KhXcEu7r6m8,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KhXcEu7r6m8_30_40.mp3,ok,10.0
Ki7Bxz1CThI,70,80,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ki7Bxz1CThI_70_80.mp3,ok,10.0
KiFQFxJphjI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KiFQFxJphjI_30_40.mp3,ok,10.0
KikHXfUanJk,0,10,False,,missing,
KjJj5-HvSvQ,20,30,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KjJj5-HvSvQ_20_30.mp3,ok,10.0
KjMRf4egAyA,80,90,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KjMRf4egAyA_80_90.mp3,ok,10.0
KkW6ZkmAlEw,300,310,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KkW6ZkmAlEw_300_310.mp3,ok,10.0
Kkqbi6c_40k,400,410,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Kkqbi6c_40k_400_410.mp3,ok,10.0
KlD1u-EDx_g,330,340,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KlD1u-EDx_g_330_340.mp3,ok,10.0
KlVO3gu-j70,190,200,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KlVO3gu-j70_190_200.mp3,ok,10.0
KmBaE7ozWow,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KmBaE7ozWow_30_40.mp3,ok,10.0
KnZeEWVHaLc,230,240,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KnZeEWVHaLc_230_240.mp3,ok,10.0
KoAGZ_dB8MM,60,70,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KoAGZ_dB8MM_60_70.mp3,ok,10.0
KoP8T0QqzeM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KoP8T0QqzeM_30_40.mp3,ok,10.0
Kojo5khAAS0,280,290,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Kojo5khAAS0_280_290.mp3,ok,10.0
KpRHRh9PaRU,330,340,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KpRHRh9PaRU_330_340.mp3,ok,10.0
KpwdlYIdtfs,220,230,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KpwdlYIdtfs_220_230.mp3,ok,10.0
Kqo7am5oq0U,40,50,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Kqo7am5oq0U_40_50.mp3,ok,10.0
KqtlecvEOGw,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KqtlecvEOGw_0_10.mp3,ok,10.0
KrK8Giu9ZUc,180,190,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KrK8Giu9ZUc_180_190.mp3,ok,10.0
KrmG43H1u70,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KrmG43H1u70_30_40.mp3,ok,10.0
KsFCPOKAH60,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KsFCPOKAH60_90_100.mp3,ok,10.0
Kt2MwCHV3Ko,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Kt2MwCHV3Ko_30_40.mp3,ok,10.0
KubrAnJ0o0o,360,370,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KubrAnJ0o0o_360_370.mp3,ok,10.0
KurvLmoKCog,80,90,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KurvLmoKCog_80_90.mp3,ok,10.0
KxUcwQ5BEBk,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KxUcwQ5BEBk_30_40.mp3,ok,10.0
KxVbdGPAfjE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KxVbdGPAfjE_30_40.mp3,ok,10.0
KxZ0yDfyaJw,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KxZ0yDfyaJw_30_40.mp3,ok,10.0
KxjiEi2Eywk,330,340,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KxjiEi2Eywk_330_340.mp3,ok,10.0
KyRJP_fDrbk,180,190,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KyRJP_fDrbk_180_190.mp3,ok,10.0
KyjeM7J-Pz4,170,180,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KyjeM7J-Pz4_170_180.mp3,ok,10.0
KzvdKLdBw3s,60,70,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KzvdKLdBw3s_60_70.mp3,ok,10.0
KzydTOkZty8,140,150,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KzydTOkZty8_140_150.mp3,ok,10.0
KzzKguqINa8,100,110,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\KzzKguqINa8_100_110.mp3,ok,10.0
L0-l1LIa22g,50,60,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L0-l1LIa22g_50_60.mp3,ok,10.0
L0oun9F67tg,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L0oun9F67tg_30_40.mp3,ok,10.0
L1fxVVl_1bM,500,510,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L1fxVVl_1bM_500_510.mp3,ok,10.0
L1s-oPHsOac,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L1s-oPHsOac_30_40.mp3,ok,10.0
L1s7KZgWXGc,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L1s7KZgWXGc_30_40.mp3,ok,10.0
L2-EGNKzUAQ,40,50,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L2-EGNKzUAQ_40_50.mp3,ok,10.0
L3ZtE3rD2nc,50,60,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L3ZtE3rD2nc_50_60.mp3,ok,10.0
L3d4ajg0bhk,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L3d4ajg0bhk_30_40.mp3,ok,10.0
L47F51OmZXo,110,120,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L47F51OmZXo_110_120.mp3,ok,10.0
L5CgdTtGv8o,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L5CgdTtGv8o_30_40.mp3,ok,10.0
L5UDz2PJ9sk,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L5UDz2PJ9sk_30_40.mp3,ok,10.0
L5Uu_0xEZg4,80,90,True,,missing,
L8zjEoQFws8,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L8zjEoQFws8_30_40.mp3,ok,10.0
L9GXrmmlYhE,460,470,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L9GXrmmlYhE_460_470.mp3,ok,10.0
L9j9fCHHPeg,90,100,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L9j9fCHHPeg_90_100.mp3,ok,10.0
L9xj_v65UhU,110,120,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L9xj_v65UhU_110_120.mp3,ok,10.0
LAHWV6fZwUk,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LAHWV6fZwUk_30_40.mp3,ok,10.0
LAeWwMC2EaI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LAeWwMC2EaI_30_40.mp3,ok,10.0
LAxCq-s84F8,380,390,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LAxCq-s84F8_380_390.mp3,ok,10.0
LB0u0PrlDHU,0,10,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LB0u0PrlDHU_0_10.mp3,ok,10.0
LByEH80c6Eg,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LByEH80c6Eg_30_40.mp3,ok,10.0
LCMQXFKMLIM,110,120,False,,missing,
LClTjcyNJSI,20,30,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LClTjcyNJSI_20_30.mp3,ok,10.0
LCzldLY3E4g,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LCzldLY3E4g_30_40.mp3,ok,10.0
LEG7xkYOsWA,20,30,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LEG7xkYOsWA_20_30.mp3,ok,10.0
LF-5BAUGvWI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LF-5BAUGvWI_30_40.mp3,ok,10.0
LFW4yPH1z3M,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LFW4yPH1z3M_30_40.mp3,ok,10.0
LFYRuK8YstI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LFYRuK8YstI_30_40.mp3,ok,10.0
LGW99kSaf6M,400,410,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LGW99kSaf6M_400_410.mp3,ok,10.0
LGi38MqlPFA,150,160,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LGi38MqlPFA_150_160.mp3,ok,10.0
LGrAwQnZ6Bs,100,110,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LGrAwQnZ6Bs_100_110.mp3,ok,10.0
LH3mAtCou6g,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LH3mAtCou6g_30_40.mp3,ok,10.0
LHTA8VZGoMs,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LHTA8VZGoMs_10_20.mp3,ok,10.0
LJsYl38zPOQ,140,150,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LJsYl38zPOQ_140_150.mp3,ok,10.0
LK6zk03lPlM,10,20,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LK6zk03lPlM_10_20.mp3,ok,10.0
LKUYtvUHn0Y,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LKUYtvUHn0Y_30_40.mp3,ok,10.0
LKVSEQCLCLo,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LKVSEQCLCLo_10_20.mp3,ok,10.0
LKurVRvkmKc,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LKurVRvkmKc_30_40.mp3,ok,10.0
LLDHkHHKYkI,120,130,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LLDHkHHKYkI_120_130.mp3,ok,10.0
LM2C1eIUX9M,460,470,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LM2C1eIUX9M_460_470.mp3,ok,10.0
LMGpKPavV4Q,80,90,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LMGpKPavV4Q_80_90.mp3,ok,10.0
LNFAeJ06KVs,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LNFAeJ06KVs_30_40.mp3,ok,10.0
LP1yZRsRllQ,70,80,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LP1yZRsRllQ_70_80.mp3,ok,10.0
LPA8RDzl-Ss,0,10,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LPA8RDzl-Ss_0_10.mp3,ok,10.0
LQYd-dsz62M,10,20,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LQYd-dsz62M_10_20.mp3,ok,10.0
LR3U4b_fVBc,190,200,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LR3U4b_fVBc_190_200.mp3,ok,10.0
LRUdmYcXFuM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LRUdmYcXFuM_30_40.mp3,ok,10.0
LRfVQsnaVQE,30,40,True,,missing,
LRz6Y6oltQ4,100,110,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LRz6Y6oltQ4_100_110.mp3,ok,10.0
LSaLPObrnZw,10,20,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LSaLPObrnZw_10_20.mp3,ok,10.0
LTDle_h2YD8,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LTDle_h2YD8_0_10.mp3,ok,10.0
LTG-uVV_6q0,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LTG-uVV_6q0_30_40.mp3,ok,10.0
LUtBqNS27AQ,180,190,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LUtBqNS27AQ_180_190.mp3,ok,10.0
LWHUat2fo9w,20,30,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LWHUat2fo9w_20_30.mp3,ok,10.0
LWIHz5kao3g,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LWIHz5kao3g_30_40.mp3,ok,10.0
LWLLN9INTII,100,110,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LWLLN9INTII_100_110.mp3,ok,10.0
LYO7_GxyaZc,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LYO7_GxyaZc_30_40.mp3,ok,10.0
L_KkjB0Wt_Q,20,30,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L_KkjB0Wt_Q_20_30.mp3,ok,10.0
L_fWnna7Np0,80,90,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L_fWnna7Np0_80_90.mp3,ok,10.0
L_ghM-NrH58,220,230,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L_ghM-NrH58_220_230.mp3,ok,10.0
L_nC2BvhRdQ,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\L_nC2BvhRdQ_30_40.mp3,ok,10.0
LaaC_q3QDUE,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LaaC_q3QDUE_90_100.mp3,ok,10.0
LadgIxZu8Oc,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LadgIxZu8Oc_30_40.mp3,ok,10.0
LaeRCg-NdeY,240,250,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LaeRCg-NdeY_240_250.mp3,ok,10.0
LaoUSBEVHVQ,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LaoUSBEVHVQ_30_40.mp3,ok,10.0
LbPRGDwlfqs,40,50,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LbPRGDwlfqs_40_50.mp3,ok,10.0
LbQ4zHxhoSI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LbQ4zHxhoSI_30_40.mp3,ok,10.0
Lc6OfmzV7Pk,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Lc6OfmzV7Pk_30_40.mp3,ok,10.0
Ld5G00HlbQs,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ld5G00HlbQs_30_40.mp3,ok,10.0
Le4aGNS8e0c,190,200,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Le4aGNS8e0c_190_200.mp3,ok,10.0
LfbGHMumxIQ,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LfbGHMumxIQ_30_40.mp3,ok,10.0
LfvdxSBCtFE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LfvdxSBCtFE_30_40.mp3,ok,10.0
Lg1HG6D_0Qk,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Lg1HG6D_0Qk_30_40.mp3,ok,10.0
LgKOnHwaCmg,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LgKOnHwaCmg_30_40.mp3,ok,10.0
Lhw0H3P4zUE,190,200,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Lhw0H3P4zUE_190_200.mp3,ok,10.0
LjihfG0fit0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LjihfG0fit0_30_40.mp3,ok,10.0
LjxhswBV1UA,20,30,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LjxhswBV1UA_20_30.mp3,ok,10.0
LktT1OQrPdo,190,200,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LktT1OQrPdo_190_200.mp3,ok,10.0
LkzyG2F8mTM,80,90,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LkzyG2F8mTM_80_90.mp3,ok,10.0
LnL3KFKGqHE,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LnL3KFKGqHE_30_40.mp3,ok,10.0
LnczSOwV9Ds,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LnczSOwV9Ds_30_40.mp3,ok,10.0
LoTRWc9WK9Q,460,470,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LoTRWc9WK9Q_460_470.mp3,ok,10.0
LpcvkXs49Zo,300,310,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LpcvkXs49Zo_300_310.mp3,ok,10.0
Lq0LMMZfHCU,140,150,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Lq0LMMZfHCU_140_150.mp3,ok,10.0
LqP4F4a-HOc,60,70,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LqP4F4a-HOc_60_70.mp3,ok,10.0
Lrhy2auO6hY,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Lrhy2auO6hY_30_40.mp3,ok,10.0
Ls6qMcgpdlM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ls6qMcgpdlM_30_40.mp3,ok,10.0
LvpImXJMryI,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LvpImXJMryI_30_40.mp3,ok,10.0
LwmwCpAVPWU,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LwmwCpAVPWU_30_40.mp3,ok,10.0
Lwvf17xUxhE,40,50,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Lwvf17xUxhE_40_50.mp3,ok,10.0
LyTwxJiSt7A,0,10,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LyTwxJiSt7A_0_10.mp3,ok,10.0
LybSS4amIS0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LybSS4amIS0_30_40.mp3,ok,10.0
LzSWdj4izHM,20,30,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\LzSWdj4izHM_20_30.mp3,ok,10.0
M-RX7LqL50A,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M-RX7LqL50A_90_100.mp3,ok,10.0
M0ygCD6WyXw,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M0ygCD6WyXw_0_10.mp3,ok,10.0
M1ds6tRFxhs,170,180,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M1ds6tRFxhs_170_180.mp3,ok,10.0
M27mIdPCZEY,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M27mIdPCZEY_30_40.mp3,ok,10.0
M2iOUwFHv9Q,140,150,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M2iOUwFHv9Q_140_150.mp3,ok,10.0
M4SIUPA05yc,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M4SIUPA05yc_90_100.mp3,ok,10.0
M4rXhyyvERM,40,50,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M4rXhyyvERM_40_50.mp3,ok,10.0
M4yst1q1nlU,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M4yst1q1nlU_30_40.mp3,ok,10.0
M5sptjrboqA,70,80,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M5sptjrboqA_70_80.mp3,ok,10.0
M61BBJpvvx8,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M61BBJpvvx8_30_40.mp3,ok,10.0
M7GSBDc6s_w,340,350,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M7GSBDc6s_w_340_350.mp3,ok,10.0
M7fsgHyiicM,250,260,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M7fsgHyiicM_250_260.mp3,ok,10.0
M9MgZXkYRBs,140,150,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M9MgZXkYRBs_140_150.mp3,ok,10.0
M9mc3HYL_GM,380,390,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\M9mc3HYL_GM_380_390.mp3,ok,10.0
MC0Aeu7RLSI,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\MC0Aeu7RLSI_30_40.mp3,ok,10.0
MEew7OQ17HY,10,20,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\MEew7OQ17HY_10_20.mp3,ok,10.0
MFxMPOAbUPA,260,270,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\MFxMPOAbUPA_260_270.mp3,ok,10.0
MHHshnnqyco,220,230,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\MHHshnnqyco_220_230.mp3,ok,10.0
